date,beePop,state
2007,16,Kansas
2007,5,Kentucky
2007,35,Louisiana
2007,8,Maine
2007,65,Michigan
2007,120,Minnesota
2007,16,Mississippi
2007,15,Missouri
2007,130,Montana
2007,40,Nebraska
2007,12,Nevada
2007,12,New Jersey
2007,7,New Mexico
2007,60,New York
2007,10,North Carolina
2007,370,North Dakota
2007,15,Ohio
2007,39,Oregon
2007,28,Pennsylvania
2007,220,South Dakota
2007,7,Tennessee
2007,84,Texas
2007,23,Utah
2007,6,Vermont
2007,8,Virginia
2007,51,Washington
2007,8,West Virginia
2007,64,Wisconsin
2007,40,Wyoming
2008,11,Alabama
2008,30,Arizona
2008,32,Arkansas
2008,380,California
2008,36,Colorado
2008,170,Florida
2008,63,Georgia
2008,10,Hawaii
2008,95,Idaho
2008,10,Illinois
2008,6,Indiana
2008,26,Iowa
2008,14,Kansas
2008,5,Kentucky
2008,30,Louisiana
2008,11,Maine
2008,72,Michigan
2008,125,Minnesota
2008,14,Mississippi
2008,15,Missouri
2008,132,Montana
2008,47,Nebraska
2008,9,Nevada
2008,9,New Jersey
2008,7,New Mexico
2008,60,New York
2008,10,North Carolina
2008,350,North Dakota
2008,14,Ohio
2008,46,Oregon
2008,28,Pennsylvania
2008,225,South Dakota
2008,7,Tennessee
2008,82,Texas
2008,23,Utah
2008,6,Vermont
2008,8,Virginia
2008,49,Washington
2008,5,West Virginia
2008,64,Wisconsin
2008,39,Wyoming
2009,11,Alabama
2009,30,Arizona
2009,28,Arkansas
2009,340,California
2009,31,Colorado
2009,160,Florida
2009,60,Georgia
2009,10,Hawaii
2009,92,Idaho
2009,9,Illinois
2009,8,Indiana
2009,26,Iowa
2009,14,Kansas
2009,4,Kentucky
2009,29,Louisiana
2009,9,Maine
2009,72,Michigan
2009,130,Minnesota
2009,15,Mississippi
2009,14,Missouri
2009,135,Montana
2009,45,Nebraska
2009,10,Nevada
2009,9,New Jersey
2009,6,New Mexico
2009,53,New York
2009,12,North Carolina
2009,420,North Dakota
2009,14,Ohio
2009,46,Oregon
2009,25,Pennsylvania
2009,255,South Dakota
2009,7,Tennessee
2009,105,Texas
2009,28,Utah
2009,5,Vermont
2009,6,Virginia
2009,46,Washington
2009,6,West Virginia
2009,60,Wisconsin
2009,43,Wyoming
2010,9,Alabama
2010,25,Arizona
2010,28,Arkansas
2010,360,California
2010,27,Colorado
2010,150,Florida
2010,65,Georgia
2010,10,Hawaii
2010,90,Idaho
2010,8,Illinois
2010,7,Indiana
2010,24,Iowa
2010,10,Kansas
2010,4,Kentucky
2010,40,Louisiana
2010,7,Maine
2010,71,Michigan
2010,122,Minnesota
2010,14,Mississippi
2010,11,Missouri
2010,134,Montana
2010,36,Nebraska
2010,10,Nevada
2010,9,New Jersey
2010,6,New Mexico
2010,50,New York
2010,12,North Carolina
2010,400,North Dakota
2010,14,Ohio
2010,50,Oregon
2010,23,Pennsylvania
2010,225,South Dakota
2010,7,Tennessee
2010,77,Texas
2010,28,Utah
2010,5,Vermont
2010,6,Virginia
2010,49,Washington
2010,6,West Virginia
2010,58,Wisconsin
2010,39,Wyoming
2011,9,Alabama
2011,20,Arizona
2011,24,Arkansas
2011,355,California
2011,28,Colorado
2011,170,Florida
2011,65,Georgia
2011,10,Hawaii
2011,103,Idaho
2011,8,Illinois
2011,9,Indiana
2011,26,Iowa
2011,9,Kansas
2011,5,Kentucky
2011,37,Louisiana
2011,6,Maine
2011,66,Michigan
2011,122,Minnesota
2011,14,Mississippi
2011,11,Missouri
2011,146,Montana
2011,48,Nebraska
2011,11,New Jersey
2011,7,New Mexico
2011,45,New York
2011,11,North Carolina
2011,450,North Dakota
2011,11,Ohio
2011,55,Oregon
2011,21,Pennsylvania
2011,270,South Dakota
2011,7,Tennessee
2011,89,Texas
2011,26,Utah
2011,5,Vermont
2011,6,Virginia
2011,62,Washington
2011,5,West Virginia
2011,63,Wisconsin
2011,37,Wyoming
2012,9,Alabama
2012,24,Arizona
2012,25,Arkansas
2012,410,California
2012,34,Colorado
2012,200,Florida
2012,55,Georgia
2012,10,Hawaii
2012,97,Idaho
2012,9,Illinois
2012,10,Indiana
2012,27,Iowa
2012,9,Kansas
2012,5,Kentucky
2012,36,Louisiana
2012,5,Maine
2012,71,Michigan
2012,128,Minnesota
2012,16,Mississippi
2012,11,Missouri
2012,157,Montana
2012,41,Nebraska
2012,13,New Jersey
2012,7,New Mexico
2012,45,New York
2012,13,North Carolina
2012,510,North Dakota
2012,18,Ohio
2012,59,Oregon
2012,30,Pennsylvania
2012,265,South Dakota
2012,8,Tennessee
2012,100,Texas
2012,26,Utah
2012,4,Vermont
2012,5,Virginia
2012,71,Washington
2012,5,West Virginia
2012,64,Wisconsin
2012,34,Wyoming
2013,9,Alabama
2013,23,Arizona
2013,22,Arkansas
2013,370,California
2013,31,Colorado
2013,180,Florida
2013,65,Georgia
2013,9,Hawaii
2013,87,Idaho
2013,7,Illinois
2013,8,Indiana
2013,25,Iowa
2013,7,Kansas
2013,4,Kentucky
2013,36,Louisiana
2013,4,Maine
2013,74,Michigan
2013,120,Minnesota
2013,18,Mississippi
2013,8,Missouri
2013,145,Montana
2013,41,Nebraska
2013,11,New Jersey
2013,7,New Mexico
2013,49,New York
2013,14,North Carolina
2013,460,North Dakota
2013,15,Ohio
2013,60,Oregon
2013,24,Pennsylvania
2013,250,Rhode Island
2013,7,Tennessee
2013,78,Texas
2013,23,Utah
2013,4,Vermont
2013,4,Virginia
2013,71,Washington
2013,4,West Virginia
2013,57,Wisconsin
2013,35,Wyoming
2014,8,Alabama
2014,22,Arizona
2014,25,Arkansas
2014,330,California
2014,25,Colorado
2014,193,Florida
2014,59,Georgia
2014,10,Hawaii
2014,92,Idaho
2014,7,Illinois
2014,8,Indiana
2014,37,Iowa
2014,6,Kansas
2014,5,Kentucky
2014,41,Louisiana
2014,4,Maine
2014,73,Michigan
2014,125,Minnesota
2014,18,Mississippi
2014,7,Missouri
2014,145,Montana
2014,43,Nebraska
2014,14,New Jersey
2014,5,New Mexico
2014,51,New York
2014,13,North Carolina
2014,480,North Dakota
2014,18,Ohio
2014,60,Oregon
2014,16,Pennsylvania
2014,260,South Dakota
2014,6,Tennessee
2014,92,Texas
2014,25,Utah
2014,4,Vermont
2014,4,Virginia
2014,62,Washington
2014,6,West Virginia
2014,60,Wisconsin
2014,50,Wyoming
2015,7,Alabama
2015,29,Arizona
2015,22,Arkansas
2015,330,California
2015,26,Colorado
2015,220,Florida
2015,67,Georgia
2015,13,Hawaii
2015,83,Idaho
2015,7,Illinois
2015,6,Indiana
2015,39,Iowa
2015,6,Kansas
2015,3,Kentucky
2015,50,Louisiana
2015,7,Maine
2015,85,Michigan
2015,130,Minnesota
2015,17,Mississippi
2015,10,Missouri
2015,159,Montana
2015,46,Nebraska
2015,11,New Jersey
2015,55,New York
2015,10,North Carolina
2015,480,North Dakota
2015,17,Ohio
2015,62,Oregon
2015,13,Pennsylvania
2015,265,South Dakota
2015,7,Tennessee
2015,106,Texas
2015,30,Utah
2015,3,Vermont
2015,5,Virginia
2015,69,Washington
2015,6,West Virginia
2015,59,Wisconsin
2015,47,Wyoming
2016,7,Alabama
2016,26,Arizona
2016,21,Arkansas
2016,320,California
2016,27,Colorado
2016,245,Florida
2016,73,Georgia
2016,15,Hawaii
2016,100,Idaho
2016,8,Illinois
2016,5,Indiana
2016,35,Iowa
2016,7,Kansas
2016,5,Kentucky
2016,48,Louisiana
2016,8,Maine
2016,91,Michigan
2016,132,Minnesota
2016,20,Mississippi
2016,12,Missouri
2016,162,Montana
2016,50,Nebraska
2016,12,New Jersey
2016,60,New York
2016,12,North Carolina
2016,490,North Dakota
2016,15,Ohio
2016,71,Oregon
2016,17,Pennsylvania
2016,9,South Carolina
2016,280,South Dakota
2016,7,Tennessee
2016,116,Texas
2016,29,Utah
2016,3,Vermont
2016,6,Virginia
2016,68,Washington
2016,6,West Virginia
2016,53,Wisconsin
2016,38,Wyoming


2017,7,Alabama
2017,26,Arizona
2017,24,Arkansas
2017,275,California
2017,29,Colorado
2017,220,Florida
2017,69,Georgia
2017,14,Hawaii
2017,89,Idaho
2017,8,Illinois
2017,6,Indiana
2017,36,Iowa
2017,8,Kansas
2017,5,Kentucky
2017,44,Louisiana
2017,10,Maine
2017,90,Michigan
2017,122,Minnesota
2017,15,Mississippi
2017,10,Missouri
2017,146,Montana
2017,57,Nebraska
2017,12,New Jersey
2017,58,New York
2017,12,North Carolina
2017,490,North Dakota
2017,17,Ohio
2017,71,Oregon
2017,17,Pennsylvania
2017,14,South Carolina
2017,290,South Dakota
2017,7,Tennessee
2017,126,Texas
2017,27,Utah
2017,5,Vermont
2017,6,Virginia
2017,73,Washington
2017,5,West Virginia
2017,52,Wisconsin
2017,38,Wyoming
